shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),State for the People,Progressive Democratic Movement,Democratic Movement,Georgian Group,United National Movement,Republican Party,For United Georgia,Alliance of Patriots,Labour,People's Government,Communist Party - Stalin,Georgia for Peace,Socialist Workers Party,United Communist Party,Georgia,Georgian Idea,Industrialists - Our Homeland,Merab Kostava Society,Ours - People's Party,Leftist Alliance,National Forum,Free Democrats,In the Name of the Lord,Our Georgia,Georgian Dream
Precinct,36.24,45.36.24,78,42.86,,,,,4.88,,,,0,,,,0,0.21,0.05,0.09,,,,,,,2.56,0.0,14.1,0.0,11.54,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,1.28,0.0,0.0,67.95
Precinct,36.25,45.36.25,400,45.82,,,,,2.44,,,,0,,,,0,0.67,0.69,0.23,,,,,,,3.25,0.0,3.0,0.25,18.75,1.0,0.75,10.25,5.25,0.0,0.25,1.25,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.5,4.25,0.0,0.25,49.75
Precinct,36.26,45.36.26,462,41.55,,,,,1.91,,,,0,,,,0,0.9,0.6,0.41,,,,,,,4.76,0.0,4.33,0.22,24.24,2.38,0.65,13.42,3.25,0.22,0.0,1.08,0.22,0.22,0.0,0.0,0.43,0.0,0.43,0.43,0.22,3.25,0.0,0.0,40.26
Precinct,36.27,45.36.27,441,49.11,,,,,2.86,,,,0,,,,0,0.57,0.74,0.53,,,,,,,3.17,0.0,4.76,0.0,14.29,1.13,0.91,12.7,2.49,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.45,0.0,0.23,0.23,0.68,4.08,0.0,0.0,54.65
Precinct,36.28,45.36.28,293,38.15,,,,,2.98,,,,0,,,,0,0.53,0.47,0.19,,,,,,,2.73,0.0,3.75,0.0,16.72,0.0,1.71,18.09,5.46,0.0,0.0,0.0,0.0,0.34,0.34,0.68,0.34,0.34,0.68,2.05,0.0,2.73,0.34,0.0,43.69
Precinct,36.29,45.36.29,471,51.36,,,,,4.66,,,,0,,,,0,0.6,0.89,0.47,,,,,,,0.21,0.0,8.92,0.21,12.95,0.21,0.0,7.43,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,1.06,0.0,4.03,0.21,0.0,59.45
Precinct,36.30,45.36.30,448,46.86,,,,,3.03,,,,0,,,,0,0.67,0.77,0.4,,,,,,,0.67,0.0,3.79,0.0,12.95,0.89,0.89,16.07,7.14,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.22,6.03,0.22,0.0,50.0
Precinct,39.01,45.39.01,913,62.71,,,,,1.3,,,,0,,,,0,1.36,1.25,1.25,,,,,,,8.32,0.0,1.75,0.0,25.19,0.22,0.0,3.5,4.16,0.0,0.0,0.0,0.11,0.0,0.0,0.0,2.52,0.0,0.0,0.11,0.44,1.75,0.0,0.0,51.92
Precinct,39.02,45.39.02,170,66.67,,,,,1.16,,,,0,,,,0,0.31,0.18,0.24,,,,,,,4.12,0.0,2.35,0.0,28.82,0.0,0.59,2.35,0.59,0.0,0.0,1.18,0.0,0.0,0.59,0.0,1.76,0.0,0.0,0.59,0.0,2.35,0.59,0.0,54.12
Precinct,39.03,45.39.03,310,70.94,,,,,3.73,,,,8,,,,0,0.57,0.52,0.16,,,,,,,1.29,0.0,3.23,0.0,32.58,0.65,0.0,2.26,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.19
Precinct,39.04,45.39.04,650,54.67,,,,,3.56,,,,0,,,,0,0.79,1.18,0.72,,,,,,,9.69,0.0,1.54,0.0,27.54,0.31,0.0,0.62,0.0,0.0,0.15,0.31,0.15,0.0,0.0,0.0,2.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,57.38
Precinct,39.05,45.39.05,61,80.26,,,,,0.0,,,,0,,,,0,0.16,0.07,0.02,,,,,,,8.2,0.0,1.64,0.0,13.11,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,3.28,0.0,0.0,68.85
Precinct,39.06,45.39.06,53,57.61,,,,,0.0,,,,0,,,,0,0.11,0.06,0.06,,,,,,,3.77,0.0,1.89,0.0,30.19,1.89,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,3.77,0.0,0.0,54.72
Precinct,39.07,45.39.07,212,73.87,,,,,0.47,,,,0,,,,0,0.43,0.27,0.16,,,,,,,4.25,0.0,6.13,0.0,21.23,0.47,0.0,3.3,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,1.89,0.0,0.0,52.83
Precinct,39.08,45.39.08,307,69.14,,,,,1.29,,,,0,,,,0,0.62,0.28,0.43,,,,,,,4.89,0.0,3.91,0.0,28.34,0.33,0.0,6.51,3.91,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.33,1.95,0.0,0.0,48.21
Precinct,39.09,45.39.09,313,73.82,,,,,1.26,,,,0,,,,0,0.59,0.4,0.31,,,,,,,5.43,0.0,0.32,0.32,22.68,0.96,0.0,4.15,4.79,0.0,0.0,0.0,0.32,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,3.19,0.0,0.0,56.55
Precinct,39.10,45.39.10,212,75.44,,,,,1.85,,,,0,,,,0,0.37,0.27,0.26,,,,,,,2.36,0.0,2.83,0.47,32.55,0.47,0.0,5.66,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,1.42,8.02,0.0,0.0,41.98
Precinct,39.11,45.39.11,166,76.85,,,,,2.35,,,,0,,,,0,0.34,0.2,0.16,,,,,,,3.01,0.0,1.81,0.0,20.48,2.41,0.0,2.41,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.6,2.41,0.0,0.0,65.06
Precinct,39.12,45.39.12,197,68.4,,,,,5.29,,,,0,,,,0,0.58,0.09,0.23,,,,,,,8.12,0.51,0.51,0.0,30.96,0.51,0.0,6.6,2.03,0.0,0.51,0.51,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.0,0.0,2.03,0.0,0.0,46.7
Precinct,39.13,45.39.13,82,65.08,,,,,1.2,,,,0,,,,0,0.15,0.12,0.07,,,,,,,6.1,0.0,2.44,0.0,34.15,3.66,0.0,7.32,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.46
Precinct,39.14,45.39.14,96,70.07,,,,,2.04,,,,0,,,,0,0.19,0.16,0.03,,,,,,,2.08,0.0,1.04,0.0,23.96,2.08,0.0,2.08,2.08,0.0,0.0,0.0,0.0,0.0,1.04,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.58
Precinct,39.15,45.39.15,254,72.16,,,,,1.55,,,,0,,,,0,0.38,0.36,0.32,,,,,,,1.18,0.0,8.27,0.0,45.67,0.0,0.0,1.57,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,1.18,0.0,0.0,38.58
Precinct,39.16,45.39.16,319,71.69,,,,,2.45,,,,0,,,,0,0.61,0.42,0.29,,,,,,,3.76,0.0,3.13,0.0,43.89,0.94,0.31,2.19,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,2.51,0.0,0.0,40.75
Precinct,39.17,45.39.17,144,60.25,,,,,2.04,,,,0,,,,0,0.3,0.16,0.15,,,,,,,6.25,0.0,5.56,0.0,39.58,0.0,0.0,1.39,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,1.39,0.0,0.0,38.89
Precinct,39.18,45.39.18,258,68.8,,,,,1.9,,,,0,,,,0,0.46,0.31,0.33,,,,,,,2.33,0.0,2.71,0.39,27.52,2.33,0.0,5.43,3.49,0.0,0.0,0.39,0.0,0.0,0.39,0.0,1.16,0.0,0.0,0.0,0.0,2.71,0.0,0.0,51.16
Precinct,39.19,45.39.19,205,74.55,,,,,1.91,,,,0,,,,0,0.38,0.22,0.29,,,,,,,7.8,0.0,1.95,0.0,18.05,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.0,0.0,0.0,0.0,3.41,0.0,0.0,65.85
Precinct,39.20,45.39.20,355,62.94,,,,,3.53,,,,0,,,,0,0.53,0.48,0.54,,,,,,,2.25,0.0,1.41,0.28,16.9,0.85,0.28,0.28,0.85,0.0,0.28,0.0,0.0,0.0,0.0,0.28,1.41,0.0,0.0,0.0,0.0,1.13,0.0,0.0,73.8
Precinct,39.21,45.39.21,144,75.39,,,,,1.37,,,,0,,,,0,0.29,0.2,0.1,,,,,,,3.47,0.0,1.39,0.0,56.94,2.08,0.0,0.0,2.78,0.0,0.0,2.08,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,2.08,0.0,0.0,27.78
Precinct,39.22,45.39.22,191,74.61,,,,,2.05,,,,0,,,,0,0.37,0.28,0.12,,,,,,,6.28,0.0,1.57,0.0,32.98,0.0,0.0,4.19,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,3.14,0.0,0.52,49.21
Precinct,39.23,45.39.23,861,65.68,,,,,2.05,,,,0,,,,0,1.38,1.26,0.94,,,,,,,6.62,0.0,1.05,0.0,21.25,0.35,0.23,3.72,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.12,2.56,0.0,0.0,0.0,0.0,1.16,0.0,0.0,59.7
Precinct,40.05,45.40.05,429,44.92,,,,,2.28,,,,1,,,,0,0.92,0.33,0.67,,,,,,,0.47,0.0,2.33,0.23,12.59,0.47,0.23,4.2,0.47,0.23,0.0,0.0,0.23,0.0,0.0,0.0,1.63,0.0,0.0,1.4,0.0,0.0,0.0,0.0,75.29
Precinct,40.06,45.40.06,196,45.37,,,,,5.77,,,,0,,,,0,0.53,0.17,0.18,,,,,,,0.0,0.0,4.59,0.0,8.16,0.51,0.0,6.63,0.0,0.0,0.0,0.51,0.0,0.0,1.02,0.0,1.53,0.0,0.0,1.02,0.51,0.0,0.0,1.02,74.49
Precinct,40.07,45.40.07,217,52.29,,,,,1.81,,,,0,,,,0,0.63,-0.06,0.48,,,,,,,0.46,0.0,4.61,0.46,11.98,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.46,0.0,0.0,0.0,0.0,0.46,0.0,77.42
Precinct,40.08,45.40.08,121,42.16,,,,,6.92,,,,0,,,,0,0.26,0.11,0.19,,,,,,,4.13,0.0,0.83,0.0,19.83,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,6.61,0.0,0.0,0.0,0.0,0.0,0.0,0.83,65.29
Precinct,40.17,45.40.17,359,53.82,,,,,2.71,,,,13,,,,0,0.53,0.36,0.74,,,,,,,4.46,0.0,0.0,0.0,13.37,0.0,0.28,0.56,1.67,0.0,0.0,0.28,0.28,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,2.51,0.0,0.28,69.08
Precinct,40.18,45.40.18,311,37.56,,,,,1.27,,,,0,,,,0,0.35,0.18,0.97,,,,,,,0.96,0.0,11.58,0.0,31.19,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,6.11,0.0,0.0,0.32,0.0,0.0,0.0,0.0,43.09
Precinct,40.19,45.40.19,120,17.07,,,,,0.0,,,,0,,,,0,0.2,0.13,0.19,,,,,,,1.67,0.83,12.5,0.0,29.17,0.0,0.0,1.67,0.0,0.83,0.0,0.0,0.0,0.0,0.83,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
Precinct,40.20,45.40.20,163,53.8,,,,,0.61,,,,0,,,,0,0.19,0.21,0.32,,,,,,,6.75,0.0,4.91,0.0,22.7,0.0,0.61,1.23,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.67
Precinct,40.21,45.40.21,119,45.42,,,,,5.56,,,,0,,,,0,0.27,0.03,0.28,,,,,,,0.0,0.0,0.0,0.0,9.24,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.95
Precinct,40.43,45.40.43,217,58.81,,,,,1.36,,,,1,,,,0,0.59,0.13,0.22,,,,,,,2.77,0.0,2.77,0.0,26.27,0.0,0.0,1.84,0.46,0.0,0.0,0.46,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.59
Precinct,40.44,45.40.44,222,49.66,,,,,0.45,,,,0,,,,0,0.34,0.32,0.25,,,,,,,2.7,0.0,6.31,0.0,16.22,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.62
Precinct,40.45,45.40.45,152,38.58,,,,,0.0,,,,0,,,,0,0.34,0.1,0.23,,,,,,,0.0,0.0,9.87,0.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.39
Precinct,40.46,45.40.46,353,48.42,,,,,4.08,,,,0,,,,0,0.92,0.2,0.49,,,,,,,2.83,0.0,2.55,0.28,4.82,0.0,0.0,0.57,0.0,0.0,0.0,0.28,0.0,0.28,0.0,0.0,1.13,0.0,0.28,0.0,0.0,0.0,0.0,0.0,86.97
Precinct,40.47,45.40.47,102,61.08,,,,,2.86,,,,0,,,,0,0.23,0.1,0.11,,,,,,,15.69,0.0,2.94,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.51
Precinct,40.48,45.40.48,74,73.27,,,,,0.0,,,,0,,,,0,0.28,0.01,0.02,,,,,,,0.0,0.0,0.0,0.0,12.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.84
Precinct,40.54,45.40.54,177,68.08,,,,,2.75,,,,0,,,,0,0.31,0.13,0.38,,,,,,,1.69,0.0,3.39,0.0,31.64,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,58.76
Precinct,40.60,45.40.60,184,71.32,,,,,4.66,,,,0,,,,0,0.31,0.14,0.42,,,,,,,3.8,0.0,6.52,1.09,36.96,0.0,0.0,5.43,2.17,0.0,0.54,0.0,0.0,0.0,0.0,0.0,1.09,0.54,0.0,0.0,0.0,0.54,0.0,0.0,41.3
Precinct,40.01,46.40.01,584,38.78,,,,,7.15,,,,1,,,,0,0.94,0.99,0.58,,,,,,,2.05,0.34,2.91,0.34,24.14,1.54,0.0,4.62,0.51,0.34,0.0,0.0,0.0,0.0,0.0,0.17,1.03,0.0,0.51,0.17,0.17,0.34,0.0,0.0,60.62
Precinct,40.02,46.40.02,564,39.25,,,,,4.41,,,,0,,,,0,0.98,0.77,0.69,,,,,,,1.06,0.0,2.13,0.0,12.94,1.95,0.0,1.77,0.35,0.0,0.0,0.18,0.0,0.18,0.18,0.35,0.18,0.18,0.18,0.0,0.35,0.53,0.0,0.0,77.48
Precinct,40.03,46.40.03,407,32.02,,,,,4.68,,,,0,,,,0,0.83,0.51,0.41,,,,,,,0.49,0.0,0.98,0.25,22.85,3.44,0.0,4.18,0.0,0.49,0.25,0.49,0.25,0.74,0.98,0.25,0.98,0.0,0.25,0.25,0.49,0.98,0.0,0.0,61.43
Precinct,40.04,46.40.04,294,37.17,,,,,4.55,,,,0,,,,0,0.48,0.38,0.43,,,,,,,1.36,0.34,3.4,0.0,19.39,4.08,0.34,4.76,0.34,0.68,0.0,0.0,0.68,0.34,0.0,0.68,1.02,0.0,0.34,0.0,1.02,0.34,0.0,0.0,60.88
Precinct,40.09,46.40.09,335,54.83,,,,,5.37,,,,0,,,,0,0.55,0.33,0.69,,,,,,,1.19,0.0,3.58,0.0,37.91,1.49,0.0,0.0,0.0,0.3,0.3,0.6,0.0,0.0,0.3,0.0,4.78,0.3,0.0,0.0,0.3,0.3,0.0,0.0,48.66
Precinct,40.10,46.40.10,264,56.41,,,,,6.71,,,,0,,,,0,0.58,0.2,0.47,,,,,,,0.38,0.38,0.38,0.0,23.86,19.32,0.0,1.52,0.38,0.38,0.0,0.0,0.0,0.0,0.38,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.27
Precinct,40.11,46.40.11,181,53.08,,,,,5.24,,,,0,,,,0,0.49,0.13,0.2,,,,,,,3.87,0.0,9.94,0.0,18.78,27.07,1.11,0.0,0.55,0.55,0.0,0.0,0.55,0.0,0.0,0.0,0.55,1.66,0.0,0.0,0.0,0.0,0.0,0.55,34.81
Precinct,40.12,46.40.12,219,31.51,,,,,10.61,,,,0,,,,0,0.5,0.16,0.42,,,,,,,11.87,0.0,2.28,0.0,18.72,1.37,0.0,5.02,0.0,0.91,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.36
Precinct,40.13,46.40.13,269,41.64,,,,,13.23,,,,2,,,,0,0.52,0.34,0.47,,,,,,,2.23,1.49,4.09,0.0,27.88,0.74,0.0,3.35,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.37,1.49,0.37,0.0,0.37,0.37,0.0,0.0,0.37,55.76
Precinct,40.14,46.40.14,288,63.72,,,,,1.71,,,,1,,,,0,0.75,0.19,0.31,,,,,,,0.0,0.0,0.35,0.0,6.25,0.0,0.0,0.69,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,91.67
Precinct,40.15,46.40.15,128,31.6,,,,,17.95,,,,0,,,,0,0.3,0.21,0.11,,,,,,,0.0,0.78,4.69,0.0,25.78,11.72,0.0,0.0,0.0,0.78,0.78,0.78,0.0,0.78,0.78,0.0,3.13,0.78,0.78,0.0,0.0,0.0,0.0,0.0,48.44
Precinct,40.16,46.40.16,60,40.27,,,,,10.45,,,,0,,,,0,0.18,0.07,0.02,,,,,,,1.67,0.0,3.33,0.0,26.67,0.0,0.0,8.33,0.0,0.0,0.0,1.67,0.0,0.0,1.67,0.0,0.0,3.33,0.0,0.0,1.67,0.0,1.67,0.0,50.0
Precinct,40.22,46.40.22,155,58.05,,,,,4.32,,,,0,,,,0,0.31,0.18,0.19,,,,,,,2.58,0.0,3.87,0.0,31.61,1.29,0.0,1.94,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.65,0.65,0.0,0.0,0.0,54.84
Precinct,40.23,46.40.23,76,68.47,,,,,5.0,,,,0,,,,0,0.13,0.05,0.19,,,,,,,2.63,0.0,5.26,0.0,48.68,3.95,0.0,1.32,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.89
Precinct,40.24,46.40.24,225,34.88,,,,,8.16,,,,1,,,,0,0.5,0.25,0.28,,,,,,,1.78,0.0,12.89,0.0,18.22,3.11,0.0,7.11,0.0,0.44,0.44,0.0,0.0,0.0,0.44,0.0,3.11,0.0,0.44,0.0,3.11,0.0,0.0,0.0,48.44
Precinct,40.25,46.40.25,386,28.94,,,,,11.26,,,,0,,,,0,5.1,-2.98,0.58,,,,,,,3.11,0.0,2.07,0.0,13.73,0.78,0.0,0.52,0.0,0.0,0.26,0.26,0.0,5.44,0.0,0.26,1.3,0.26,0.0,0.0,0.26,0.0,0.0,0.0,71.76
Precinct,40.26,46.40.26,206,46.09,,,,,12.71,,,,0,,,,0,0.41,0.24,0.36,,,,,,,0.49,0.49,0.0,0.0,45.15,1.46,0.49,5.34,0.0,0.0,0.0,0.49,0.49,0.0,0.0,0.0,2.91,0.0,0.49,0.0,1.46,0.0,0.0,0.0,40.78
Precinct,40.27,46.40.27,170,54.31,,,,,0.0,,,,0,,,,0,0.23,0.19,0.33,,,,,,,0.0,0.0,6.47,0.0,30.59,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.41
Precinct,40.28,46.40.28,107,26.95,,,,,13.71,,,,0,,,,0,0.27,0.1,0.16,,,,,,,4.67,0.0,0.0,0.0,4.67,3.74,0.0,0.93,0.0,0.93,0.0,0.93,0.0,0.0,0.93,0.0,3.74,0.0,0.93,0.0,0.0,0.0,0.0,0.0,78.5
Precinct,40.29,46.40.29,199,47.27,,,,,3.4,,,,0,,,,0,0.62,0.12,0.12,,,,,,,0.0,0.0,2.01,0.0,8.54,4.02,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.9
Precinct,40.30,46.40.30,201,47.18,,,,,0.99,,,,1,,,,0,0.35,0.18,0.35,,,,,,,0.0,0.0,5.97,0.0,9.95,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.63
Precinct,40.31,46.40.31,423,55.44,,,,,3.86,,,,0,,,,0,0.63,0.56,0.68,,,,,,,0.71,0.0,6.62,0.0,4.73,8.51,0.0,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,1.42,0.24,0.0,0.0,0.0,0.0,0.0,0.0,77.31
Precinct,40.32,46.40.32,264,45.6,,,,,3.3,,,,0,,,,0,0.62,0.14,0.47,,,,,,,0.76,0.0,3.03,0.0,6.06,1.89,0.76,4.55,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,2.27,0.0,0.0,0.0,77.65
Precinct,40.33,46.40.33,78,65.0,,,,,2.5,,,,0,,,,0,0.21,0.06,0.07,,,,,,,0.0,0.0,1.28,0.0,29.49,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,1.28,0.0,0.0,0.0,0.0,61.54
Precinct,40.34,46.40.34,421,35.83,,,,,7.88,,,,1,,,,0,0.75,0.32,1.01,,,,,,,1.9,0.0,4.99,0.48,6.41,5.7,0.24,0.48,0.48,0.24,0.0,0.24,0.0,0.0,0.48,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,77.67
Precinct,40.35,46.40.35,348,35.73,,,,,5.18,,,,0,,,,0,0.72,0.26,0.64,,,,,,,2.01,0.0,2.01,0.0,6.03,10.63,0.29,1.44,0.57,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.29,75.29
Precinct,40.36,46.40.36,190,46.68,,,,,2.06,,,,0,,,,0,0.38,0.2,0.23,,,,,,,1.58,0.0,0.53,0.0,14.21,3.16,0.53,1.58,1.05,0.0,0.0,0.0,0.53,0.53,1.05,0.0,5.79,1.05,0.0,0.53,0.0,0.0,0.53,0.0,67.37
Precinct,40.37,46.40.37,305,40.03,,,,,11.08,,,,0,,,,0,0.58,0.34,0.57,,,,,,,2.95,0.0,3.61,0.0,43.93,8.2,0.33,0.33,0.0,0.0,0.33,0.66,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.0,1.31,0.0,0.0,37.38
Precinct,40.38,46.40.38,89,69.53,,,,,0.0,,,,0,,,,0,0.16,0.08,0.14,,,,,,,1.12,0.0,5.62,0.0,11.24,3.37,0.0,0.0,0.0,0.0,0.0,2.25,0.0,1.12,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.03
Precinct,40.39,46.40.39,32,46.38,,,,,3.03,,,,0,,,,0,0.07,0.05,0.01,,,,,,,0.0,0.0,0.0,0.0,21.88,3.13,0.0,0.0,0.0,3.13,0.0,0.0,0.0,0.0,0.0,3.13,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.63
Precinct,40.40,46.40.40,330,53.57,,,,,7.56,,,,0,,,,0,0.82,0.18,0.6,,,,,,,1.21,0.0,0.3,0.0,7.58,3.33,0.61,0.0,0.0,0.0,0.0,0.61,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.76
Precinct,40.41,46.40.41,34,62.96,,,,,10.53,,,,0,,,,0,0.05,0.05,0.05,,,,,,,0.0,0.0,0.0,0.0,8.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,2.94,82.35
Precinct,40.42,46.40.42,209,58.06,,,,,1.42,,,,0,,,,0,0.24,0.22,0.49,,,,,,,1.91,0.0,3.35,0.0,31.1,0.0,0.0,1.91,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,1.44,1.91,0.0,0.0,51.67
Precinct,40.49,46.40.49,419,51.16,,,,,7.1,,,,4,,,,0,0.75,0.52,0.63,,,,,,,2.86,0.24,53.7,0.24,1.43,19.57,0.0,1.43,0.48,0.24,0.0,0.0,0.0,0.0,0.0,0.0,3.58,0.24,0.0,0.0,2.15,0.0,0.0,0.0,12.89
Precinct,40.50,46.40.50,158,52.15,,,,,9.2,,,,0,,,,0,0.31,0.1,0.39,,,,,,,4.43,1.27,8.23,0.63,11.39,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,1.27,0.0,1.9,0.0,0.63,0.0,0.0,0.0,0.0,0.0,65.82
Precinct,40.51,46.40.51,267,66.09,,,,,2.91,,,,0,,,,0,0.48,0.22,0.53,,,,,,,4.12,0.0,8.24,0.0,28.46,3.75,0.0,1.5,1.87,0.0,0.0,0.0,0.0,0.37,0.0,0.0,1.5,0.0,0.0,0.0,0.37,0.37,0.0,0.0,49.44
Precinct,40.52,46.40.52,125,89.29,,,,,0.0,,,,0,,,,0,0.25,0.11,0.18,,,,,,,5.6,0.0,21.6,0.0,4.8,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
Precinct,40.53,46.40.53,95,79.17,,,,,1.04,,,,0,,,,0,0.23,0.06,0.12,,,,,,,0.0,0.0,3.16,0.0,12.63,4.21,0.0,0.0,2.11,1.05,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,0.0,0.0,0.0,0.0,0.0,72.63
