shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),State for the People,Progressive Democratic Movement,Democratic Movement,Georgian Group,United National Movement,Republican Party,For United Georgia,Alliance of Patriots,Labour,Communist Party - Stalin,Georgia for Peace,Socialist Workers Party,United Communist Party,Georgia,Georgian Idea,Industrialists - Our Homeland,Merab Kostava Society,Ours - People's Party,Leftist Alliance,National Forum,Free Democrats,In the Name of the Lord,Georgian Dream,Initiative Group
Precinct,60.40,61.60.40,652,52.33,,,,,4.68,,,,4,,,,0,1.04,1.0,0.74,,,,,,,1.23,0.92,0.0,0.0,20.86,1.69,0.0,4.29,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,3.99,2.3,0.15,61.04,0.0
Precinct,60.41,61.60.41,554,55.96,,,,,2.81,,,,1,,,,0,0.56,0.94,0.86,,,,,,,1.99,0.0,0.0,0.0,11.91,1.81,0.0,4.15,3.07,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,2.53,1.99,0.18,71.48,0.36
Precinct,60.42,61.60.42,628,51.52,,,,,2.79,,,,0,,,,0,1.01,1.01,0.57,,,,,,,8.44,0.8,0.0,0.0,16.24,1.11,0.0,6.05,3.18,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.11,0.48,60.99,0.64
Precinct,60.61,61.60.61,506,51.11,,,,,3.8,,,,1,,,,0,0.73,0.85,0.53,,,,,,,3.56,0.2,0.0,0.0,18.18,1.98,0.0,2.57,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,2.37,0.0,65.22,0.4
Precinct,61.22,61.61.22,401,56.56,,,,,2.91,,,,1,,,,0,0.78,0.48,0.46,,,,,,,6.73,0.75,0.0,0.0,18.7,1.75,0.0,2.24,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,16.96,2.74,0.25,46.38,0.25
Precinct,61.23,61.61.23,533,57.87,,,,,4.99,,,,4,,,,0,1.02,0.63,0.7,,,,,,,4.5,9.38,0.0,0.0,20.83,2.44,0.0,3.19,1.69,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,9.76,2.81,0.0,43.53,0.75
Precinct,61.24,61.61.24,723,61.17,,,,,2.82,,,,4,,,,0,1.2,0.99,0.89,,,,,,,5.26,1.24,0.0,0.0,14.94,0.83,0.0,2.63,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72,0.97,0.14,58.09,0.41
Precinct,61.25,61.61.25,781,55.83,,,,,5.9,,,,0,,,,0,1.47,1.07,0.87,,,,,,,4.99,0.26,0.0,0.0,25.99,0.9,0.0,2.18,1.28,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68,2.94,0.0,52.75,0.9
Precinct,61.26,61.61.26,602,60.44,,,,,3.22,,,,1,,,,0,1.0,0.84,0.73,,,,,,,0.66,0.17,0.0,0.0,18.94,0.83,0.0,3.65,0.83,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,1.99,0.0,70.93,0.33
Precinct,70.01,61.70.01,741,51.46,,,,,3.01,,,,0,,,,0,1.45,1.07,0.52,,,,,,,2.97,0.0,0.0,0.0,18.89,1.62,0.0,4.59,1.21,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.66,3.91,0.14,55.33,0.4
Precinct,70.02,61.70.02,482,55.53,,,,,1.23,,,,0,,,,0,0.9,0.68,0.39,,,,,,,6.85,0.0,0.0,0.0,19.5,1.45,0.0,3.53,1.24,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71,5.6,0.21,52.49,0.21
Precinct,70.03,61.70.03,636,56.13,,,,,2.0,,,,1,,,,0,1.22,0.83,0.61,,,,,,,2.36,0.16,0.0,0.0,21.07,0.47,0.0,3.3,1.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11,5.03,0.0,51.1,2.99
Precinct,70.04,61.70.04,607,56.89,,,,,3.5,,,,0,,,,0,1.18,0.85,0.49,,,,,,,1.48,0.49,0.0,0.0,13.51,1.15,0.0,4.61,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,20.76,16.15,0.0,41.19,0.16
Precinct,70.05,61.70.05,853,54.68,,,,,4.16,,,,1,,,,0,1.7,1.18,0.71,,,,,,,2.93,0.12,0.0,0.0,17.94,1.41,0.0,3.05,0.35,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,23.68,2.81,0.12,46.78,0.47
Precinct,70.07,61.70.07,668,48.27,,,,,3.19,,,,3,,,,0,1.33,0.94,0.5,,,,,,,2.4,0.3,0.0,0.0,29.64,1.65,0.0,2.84,1.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.44,5.69,0.0,48.95,0.3
Precinct,70.08,61.70.08,853,55.64,,,,,2.4,,,,4,,,,0,1.46,1.48,0.44,,,,,,,2.93,0.12,0.0,0.0,11.96,0.82,0.0,8.32,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.89,2.11,0.0,42.09,0.12
Precinct,70.09,61.70.09,838,55.57,,,,,1.41,,,,0,,,,0,1.38,1.46,0.46,,,,,,,2.15,0.0,0.0,0.0,11.81,0.36,0.0,3.82,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.16,5.13,0.24,60.38,0.12
Precinct,70.10,61.70.10,752,47.06,,,,,5.17,,,,4,,,,0,1.37,1.16,0.65,,,,,,,3.32,0.4,0.0,0.0,27.26,0.66,0.0,2.93,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.82,3.72,0.0,41.22,0.93
Precinct,70.11,61.70.11,770,53.47,,,,,3.63,,,,3,,,,0,1.4,1.08,0.77,,,,,,,3.38,0.13,0.0,0.0,28.05,1.3,0.0,3.64,0.39,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,14.29,3.25,0.0,44.68,0.13
Precinct,70.12,61.70.12,782,51.93,,,,,3.81,,,,0,,,,0,1.42,1.15,0.71,,,,,,,3.2,0.0,0.0,0.0,23.02,1.15,0.0,3.32,0.51,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.58,2.43,0.38,50.38,0.51
Precinct,70.13,61.70.13,617,57.66,,,,,2.53,,,,0,,,,0,0.98,1.03,0.5,,,,,,,7.62,0.0,0.0,0.0,20.75,1.46,0.0,3.4,1.3,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,5.83,0.16,44.25,0.32
Precinct,70.14,61.70.14,710,44.38,,,,,2.61,,,,6,,,,0,1.4,0.98,0.55,,,,,,,3.52,0.28,0.0,0.0,26.34,2.25,0.0,3.1,0.99,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11,4.79,0.14,44.93,0.28
Precinct,70.15,61.70.15,669,47.35,,,,,3.6,,,,0,,,,0,1.29,1.0,0.47,,,,,,,4.48,0.15,0.0,0.0,34.98,1.79,0.0,4.48,1.79,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.62,2.54,0.3,41.11,0.3
Precinct,70.16,61.70.16,723,45.41,,,,,4.87,,,,0,,,,6,1.53,0.94,0.62,,,,,,,2.49,0.0,0.0,0.0,33.47,1.38,0.0,2.49,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,6.78,3.18,0.0,49.1,0.41
Precinct,70.17,61.70.17,536,54.03,,,,,2.72,,,,1,,,,0,1.08,0.79,0.31,,,,,,,3.36,0.37,0.0,0.0,38.25,0.75,0.0,1.31,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,10.63,0.93,0.37,42.54,0.56
Precinct,70.18,61.70.18,709,47.52,,,,,4.32,,,,0,,,,0,1.27,0.93,0.88,,,,,,,1.13,0.14,0.0,0.0,42.6,0.99,0.0,2.68,1.97,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,13.26,5.5,0.28,30.61,0.42
Precinct,70.19,61.70.19,815,51.23,,,,,3.55,,,,2,,,,0,1.24,1.27,0.92,,,,,,,1.47,0.0,0.0,0.0,40.25,1.6,0.0,2.82,1.1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72,2.09,0.37,34.48,0.74
Precinct,70.20,61.70.20,651,53.27,,,,,2.4,,,,0,,,,0,1.1,0.98,0.61,,,,,,,1.23,0.0,0.0,0.0,45.78,0.77,0.0,2.46,0.61,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99,1.38,0.15,40.55,0.61
Precinct,70.21,61.70.21,628,41.95,,,,,2.48,,,,1,,,,0,1.25,0.83,0.53,,,,,,,2.39,0.0,0.0,0.0,47.29,1.27,0.0,0.8,0.96,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,11.78,3.18,0.16,31.53,0.16
Precinct,70.22,61.70.22,173,38.02,,,,,2.81,,,,1,,,,0,0.4,0.2,0.12,,,,,,,5.2,0.58,0.0,0.0,31.79,0.58,0.0,4.62,1.16,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36,2.31,0.0,46.24,0.0
Precinct,70.23,61.70.23,724,54.35,,,,,3.08,,,,5,,,,0,1.27,1.12,0.58,,,,,,,1.52,0.14,0.0,0.0,22.1,2.76,0.0,4.42,0.28,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46,3.87,0.28,52.07,0.28
Precinct,70.24,61.70.24,570,48.63,,,,,3.06,,,,0,,,,0,1.21,0.77,0.37,,,,,,,5.96,0.53,0.0,0.0,26.32,1.58,0.0,6.14,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,2.98,0.18,40.35,0.53
Precinct,70.25,61.70.25,171,50.74,,,,,3.93,,,,0,,,,0,0.44,0.19,0.08,,,,,,,5.85,0.0,0.0,0.0,41.52,1.17,0.0,0.58,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,3.51,0.0,44.44,0.0
Precinct,70.26,61.70.26,520,43.26,,,,,4.76,,,,0,,,,0,1.09,0.66,0.48,,,,,,,7.31,0.19,0.0,0.0,34.81,2.12,0.0,1.92,1.54,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,2.5,0.38,41.15,0.77
Precinct,70.27,61.70.27,617,53.89,,,,,3.14,,,,0,,,,0,1.07,0.92,0.58,,,,,,,0.32,0.32,0.0,0.0,28.36,3.89,0.0,2.92,1.13,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,3.89,0.16,45.71,0.32
Precinct,70.28,61.70.28,811,52.15,,,,,3.8,,,,2,,,,0,1.45,1.19,0.76,,,,,,,3.08,0.62,0.0,0.0,27.87,1.6,0.0,5.43,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,6.78,2.84,0.37,48.95,0.25
Precinct,70.29,61.70.29,714,51.85,,,,,3.51,,,,0,,,,0,1.32,1.01,0.67,,,,,,,2.1,0.14,0.0,0.0,33.19,2.38,0.0,3.64,0.98,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.73,2.66,0.28,39.78,0.7
Precinct,70.30,61.70.30,686,52.81,,,,,3.38,,,,2,,,,0,1.3,0.98,0.57,,,,,,,2.62,0.15,0.0,0.0,17.78,4.08,0.0,5.25,1.31,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,11.08,6.71,0.0,49.27,0.29
Precinct,70.31,61.70.31,711,56.03,,,,,2.74,,,,1,,,,0,1.23,0.98,0.79,,,,,,,1.83,0.0,0.0,0.0,16.32,3.8,0.0,6.47,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,10.13,10.27,0.7,49.37,0.56
Precinct,70.33,61.70.33,511,33.95,,,,,2.67,,,,3,,,,0,0.74,0.78,0.63,,,,,,,6.85,0.0,0.0,0.0,43.64,0.39,0.0,3.52,1.37,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,5.28,0.0,34.25,0.39
Precinct,70.34,61.70.34,409,30.16,,,,,3.54,,,,0,,,,0,0.72,0.56,0.47,,,,,,,2.93,0.24,0.0,0.0,47.92,0.24,0.0,1.22,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,7.82,0.0,35.94,0.73
Precinct,63.01,62.63.01,597,49.3,,,,,3.55,,,,0,,,,0,0.99,0.84,0.71,,,,,,,10.72,0.0,0.0,0.0,24.29,0.0,0.0,5.53,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,57.45,0.0
Precinct,63.02,62.63.02,498,60.58,,,,,3.68,,,,0,,,,0,0.88,0.67,0.59,,,,,,,12.05,0.0,0.0,0.0,18.67,0.0,0.0,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,60.64,0.0
Precinct,63.03,62.63.03,826,56.85,,,,,1.67,,,,0,,,,0,1.34,1.27,0.77,,,,,,,28.09,0.0,0.0,0.0,14.04,0.0,0.36,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,53.27,0.0
Precinct,63.04,62.63.04,359,61.58,,,,,2.45,,,,0,,,,0,0.55,0.55,0.39,,,,,,,9.47,0.0,0.0,0.0,36.77,0.0,0.84,1.67,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,48.75,0.0
Precinct,63.06,62.63.06,525,62.43,,,,,4.2,,,,2,,,,0,0.63,0.85,0.78,,,,,,,8.76,0.0,0.0,0.0,36.95,0.0,0.19,6.48,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,44.57,0.0
Precinct,63.07,62.63.07,523,54.54,,,,,4.39,,,,8,,,,0,0.87,0.72,0.68,,,,,,,17.4,0.0,0.0,0.0,18.16,0.0,0.76,1.72,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,58.13,0.0
Precinct,63.08,62.63.08,612,63.29,,,,,4.97,,,,6,,,,0,0.96,1.18,0.33,,,,,,,12.75,0.0,0.0,0.0,25.49,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,57.19,0.0
Precinct,63.10,62.63.10,416,68.65,,,,,8.97,,,,0,,,,0,0.6,0.79,0.42,,,,,,,7.93,0.0,0.0,0.0,27.88,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,61.54,0.0
Precinct,63.11,62.63.11,565,63.91,,,,,3.42,,,,1,,,,0,0.77,0.94,0.67,,,,,,,8.14,0.0,0.0,0.0,16.99,0.0,0.35,1.59,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,69.56,0.0
Precinct,63.12,62.63.12,719,59.32,,,,,5.27,,,,1,,,,0,1.2,1.14,0.71,,,,,,,8.34,0.0,0.0,0.0,42.28,0.0,0.7,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.81,0.0
Precinct,63.13,62.63.13,559,71.85,,,,,3.62,,,,0,,,,0,0.76,0.97,0.59,,,,,,,13.95,0.0,0.0,0.0,30.41,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.59,0.0
Precinct,63.14,62.63.14,584,58.28,,,,,6.11,,,,1,,,,0,1.0,0.94,0.55,,,,,,,5.48,0.0,0.0,0.0,37.33,0.0,0.0,2.57,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,53.6,0.0
Precinct,63.15,62.63.15,479,64.21,,,,,3.62,,,,0,,,,0,0.83,0.6,0.65,,,,,,,10.23,0.0,0.0,0.0,31.52,0.0,0.42,3.55,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,53.24,0.0
Precinct,63.16,62.63.16,658,68.12,,,,,0.9,,,,0,,,,0,0.77,1.02,0.96,,,,,,,5.47,0.0,0.0,0.0,29.33,0.0,0.15,0.46,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,62.92,0.0
Precinct,63.17,62.63.17,664,66.4,,,,,4.6,,,,2,,,,0,0.95,1.16,0.66,,,,,,,6.78,0.0,0.0,0.0,30.87,0.0,0.0,3.46,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,56.02,0.0
Precinct,63.18,62.63.18,499,63.65,,,,,4.59,,,,2,,,,0,0.58,0.77,0.84,,,,,,,9.02,0.0,0.0,0.0,24.45,0.0,0.2,4.61,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.42,0.0,49.5,0.0
Precinct,63.20,62.63.20,549,56.66,,,,,3.35,,,,3,,,,0,0.76,0.95,0.55,,,,,,,13.84,0.0,0.0,0.0,24.59,0.0,0.36,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,55.01,0.0
Precinct,63.21,62.63.21,451,52.08,,,,,3.01,,,,1,,,,0,0.82,0.73,0.27,,,,,,,11.31,0.0,0.0,0.0,19.07,0.0,0.44,6.65,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,60.53,0.0
Precinct,63.23,62.63.23,395,61.91,,,,,4.59,,,,2,,,,0,0.65,0.64,0.36,,,,,,,6.08,0.0,0.0,0.0,14.68,0.0,0.76,9.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,66.08,0.0
Precinct,63.24,62.63.24,367,71.4,,,,,5.41,,,,3,,,,0,0.45,0.67,0.43,,,,,,,10.63,0.0,0.0,0.0,15.53,0.0,0.27,3.27,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,65.94,0.0
Precinct,65.01,62.65.01,629,55.18,,,,,3.38,,,,0,,,,0,0.87,1.02,0.76,,,,,,,2.86,0.0,0.0,0.0,26.71,0.0,0.16,21.62,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,44.36,0.0
Precinct,65.02,62.65.02,637,51.92,,,,,2.75,,,,0,,,,0,0.86,1.09,0.68,,,,,,,0.94,0.0,0.0,0.0,27.79,0.0,0.0,7.69,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46,0.0,51.18,0.0
Precinct,65.03,62.65.03,315,66.88,,,,,3.08,,,,0,,,,0,0.57,0.4,0.38,,,,,,,0.63,0.0,0.0,0.0,36.83,0.0,0.63,13.65,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,42.54,0.0
Precinct,65.04,62.65.04,578,55.52,,,,,3.99,,,,0,,,,1,0.88,0.88,0.69,,,,,,,1.73,0.0,0.0,0.0,37.54,0.0,0.17,4.5,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44,0.0,48.62,0.0
Precinct,65.05,62.65.05,294,58.22,,,,,5.16,,,,2,,,,0,0.5,0.52,0.19,,,,,,,3.06,0.0,0.0,0.0,52.72,0.0,0.0,3.06,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,37.07,0.0
Precinct,65.06,62.65.06,318,64.37,,,,,5.92,,,,0,,,,0,0.76,0.34,0.3,,,,,,,1.26,0.0,0.0,0.0,47.48,0.0,0.0,6.92,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,43.08,0.0
Precinct,65.07,62.65.07,435,60.17,,,,,4.4,,,,0,,,,0,0.58,0.81,0.4,,,,,,,4.14,0.0,0.0,0.0,48.51,0.0,0.23,7.82,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,37.01,0.0
Precinct,65.08,62.65.08,330,57.09,,,,,3.51,,,,0,,,,0,0.43,0.61,0.32,,,,,,,2.12,0.0,0.0,0.0,38.48,0.0,0.3,7.88,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,50.0,0.0
Precinct,65.09,62.65.09,637,60.32,,,,,3.48,,,,0,,,,0,0.77,1.19,0.65,,,,,,,2.2,0.0,0.0,0.0,47.88,0.0,0.0,5.81,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,41.44,0.0
Precinct,65.10,62.65.10,500,54.47,,,,,6.72,,,,1,,,,0,1.02,0.63,0.56,,,,,,,0.8,0.0,0.0,0.0,34.6,0.0,0.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,53.8,0.0
Precinct,65.11,62.65.11,444,64.07,,,,,4.31,,,,1,,,,0,0.63,0.88,0.27,,,,,,,2.48,0.0,0.0,0.0,33.56,0.0,0.45,11.04,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,49.77,0.0
Precinct,65.12,62.65.12,467,62.1,,,,,3.11,,,,2,,,,0,0.63,0.87,0.39,,,,,,,2.36,0.0,0.0,0.0,38.76,0.0,1.07,6.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,47.54,0.0
Precinct,65.13,62.65.13,697,52.96,,,,,5.17,,,,0,,,,0,1.25,0.72,1.22,,,,,,,3.3,0.0,0.0,0.0,37.88,0.0,0.43,7.46,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,48.49,0.0
Precinct,65.14,62.65.14,465,57.76,,,,,2.52,,,,0,,,,0,0.7,0.73,0.5,,,,,,,3.87,0.0,0.0,0.0,18.71,0.0,0.43,9.25,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,64.52,0.0
Precinct,65.15,62.65.15,325,56.42,,,,,2.99,,,,0,,,,0,0.6,0.52,0.19,,,,,,,0.92,0.0,0.0,0.0,12.92,0.0,0.0,48.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,36.31,0.0
Precinct,65.16,62.65.16,239,64.08,,,,,2.45,,,,1,,,,0,0.38,0.35,0.28,,,,,,,1.26,0.0,0.0,0.0,12.55,0.0,0.0,58.16,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,25.1,0.0
Precinct,65.17,62.65.17,408,50.68,,,,,5.12,,,,0,,,,0,0.45,0.7,0.62,,,,,,,6.62,0.0,0.0,0.0,29.17,0.0,1.23,4.9,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13,0.0,51.23,0.0
Precinct,65.18,62.65.18,509,54.79,,,,,4.14,,,,1,,,,0,0.58,0.77,0.89,,,,,,,7.66,0.0,0.0,0.0,30.06,0.0,0.39,7.07,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,0.0,40.28,0.0
Precinct,65.19,62.65.19,486,55.1,,,,,5.26,,,,5,,,,0,0.59,0.83,0.68,,,,,,,4.32,0.0,0.0,0.0,37.04,0.0,0.62,5.97,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,40.12,0.0
Precinct,65.20,62.65.20,335,64.55,,,,,3.18,,,,2,,,,0,0.46,0.62,0.28,,,,,,,1.19,0.0,0.0,0.0,45.97,0.0,0.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,31.04,0.0
Precinct,65.21,62.65.21,707,56.65,,,,,3.55,,,,1,,,,0,1.05,1.12,0.81,,,,,,,2.83,0.0,0.0,0.0,39.6,0.0,0.28,6.36,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.0,47.1,0.0
Precinct,65.22,62.65.22,368,60.63,,,,,6.12,,,,0,,,,0,0.47,0.67,0.43,,,,,,,0.54,0.0,0.0,0.0,35.33,0.0,0.27,7.34,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,53.53,0.0
Precinct,65.23,62.65.23,302,59.8,,,,,5.33,,,,1,,,,0,0.38,0.5,0.44,,,,,,,5.63,0.0,0.0,0.0,38.74,0.0,0.99,7.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,45.36,0.0
Precinct,65.24,62.65.24,161,59.19,,,,,4.73,,,,0,,,,0,0.32,0.18,0.22,,,,,,,1.24,0.0,0.0,0.0,29.81,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,58.39,0.0
Precinct,65.25,62.65.25,605,58.06,,,,,3.51,,,,1,,,,0,0.78,0.99,0.79,,,,,,,1.65,0.0,0.0,0.0,29.42,0.0,0.99,4.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,61.32,0.0
Precinct,65.26,62.65.26,615,55.86,,,,,3.15,,,,0,,,,0,0.85,0.88,0.93,,,,,,,9.27,0.0,0.0,0.0,28.46,0.0,0.16,2.6,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,57.07,0.0
