shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Non-Parliamentary Opposition,Armed Veterans Patriots,United Opposition,National Democratic Party of Georgia,United National Movement,Greens Party,Name of the Lord,Alliance of Patriots,Self-governance to People,People's Party,Reformers,Our Georgia,Future Georgia,Georgian Party,Christian Democrats,Unity Hall,Way of Georgia,Freedom Party,Labour,Party of People,Merab Kostava Society,Labour Council of Georgia,Georgian Dream
Majoritarian Precinct,14,18-14,113,84.96,,,,,2.59,,,,0,,,,0,0.18,0.08,0.27,,,,,,,,0.0,40.71,,,,,,,,,,,,,,,,,,,,38.05
Majoritarian Precinct,15,18-15,612,56.15,,,,,0.81,,,,0,,,,0,0.73,0.91,0.94,,,,,,,,0.82,43.3,,19.77,,,,,,,,,,,,,,,,,,36.11
Majoritarian Precinct,17,18-17,551,55.88,,,,,3.16,,,,0,,,,0,0.95,0.71,0.7,,,,,,,,0.54,19.78,,2.36,,,,,,,,,,,,0.0,,,,,,77.31
Majoritarian Precinct,18,18-18,424,30.14,,,,,1.85,,,,0,,,,0,0.61,0.51,0.73,,,,,,,,3.3,31.6,,13.21,,,,,,,,,,,,,,,,,,50.94
Majoritarian Precinct,19,18-19,398,31.74,,,,,2.21,,,,0,,,,0,0.53,0.58,0.58,,,,,,,,6.53,23.12,,14.82,,,,,,,,,,,,,,,,,,55.53
Majoritarian Precinct,20,18-20,593,46.29,,,,,3.26,,,,0,,,,0,0.92,0.71,1.0,,,,,,,,0.0,19.39,,4.55,,,,,,,,,,,,,,1.35,,,,23.1
Majoritarian Precinct,21,18-21,239,45.52,,,,,6.27,,,,0,,,,0,0.44,0.31,0.31,,,,,,,,0.42,30.96,,8.37,,,,,,,,,,,,,,0.84,,,,32.64
Majoritarian Precinct,29,18-29,473,53.39,,,,,3.86,,,,0,,,,0,0.6,0.65,0.85,,,,,,,,0.42,19.87,,4.23,,,,,,,,,,,,,,5.29,,,,23.89
Majoritarian Precinct,22,18-22,171,73.71,,,,,2.29,,,,0,,,,0,0.28,0.25,0.18,,,,,,,,0.58,0.58,,5.26,,,,,,,,,,,,,,42.69,,,,32.16
Majoritarian Precinct,23,18-23,636,50.6,,,,,7.29,,,,0,,,,0,0.86,0.95,1.08,,,,,,,8.18,0.0,20.6,,2.36,,,,,,,,,,,,,,,,,,28.93
Majoritarian Precinct,1,19-1,587,50.69,,,,,2.98,,,,0,,,,0,1.08,0.7,0.76,,,,,,,1.87,4.6,25.72,,4.94,,,2.04,1.02,,,,,,,,,,,,,,37.82
Majoritarian Precinct,2,19-2,576,51.15,,,,,4.64,,,,0,,,,0,0.97,0.89,0.58,,,,,,,5.38,1.04,26.39,,4.69,,,4.51,1.39,,,,,,,,,,,,,,40.63
Majoritarian Precinct,20,19-20,454,45.86,,,,,3.2,,,,0,,,,0,0.74,0.75,0.37,,,,,,,6.17,0.44,23.13,,4.63,,,4.85,2.2,,,,,,,,,,,,,,41.41
Majoritarian Precinct,3,19-3,292,72.82,,,,,0.34,,,,0,,,,0,0.58,0.39,0.21,,,,,,,,,44.18,,1.71,,,3.08,,,,,,,,,,,,,,,44.86
Majoritarian Precinct,4,19-4,178,70.92,,,,,2.73,,,,0,,,,0,0.3,0.32,0.08,,,,,,,,,23.03,,2.81,,,4.49,,,,,,,,,,,,,,,64.04
Majoritarian Precinct,5,19-5,158,53.56,,,,,3.66,,,,0,,,,0,0.27,0.25,0.13,,,,,,,,,34.81,,5.06,,,6.33,,,,,,,,,,,,,,,50.0
Majoritarian Precinct,6,19-6,122,61.93,,,,,3.94,,,,0,,,,0,0.25,0.18,0.08,,,,,,,,,50.82,,0.82,,,0.0,0.0,,,,,,,,,,,,,,41.8
Majoritarian Precinct,7,19-7,69,65.09,,,,,4.17,,,,0,,,,0,0.05,0.16,0.07,,,,,,,,,4.35,,5.8,,,11.59,0.0,,,,,,,,,,,,,,20.29
Majoritarian Precinct,8,19-8,354,61.46,,,,,4.07,,,,0,,,,0,0.53,0.52,0.47,,,,,,,,27.12,,,,,,7.34,0.56,,,,,,,,,,,,,,24.58
Majoritarian Precinct,9,19-9,361,55.28,,,,,2.17,,,,0,,,,0,0.6,0.58,0.28,,,,,,,,0.83,28.25,,,,,,7.48,,,,,,,,,,1.11,,,,54.29
Majoritarian Precinct,10,19-10,120,54.55,,,,,4.0,,,,0,,,,0,0.18,0.21,0.12,,,,,,,,3.33,15.0,,,,,,3.33,,,,,,,,,,1.67,,,,70.83
Majoritarian Precinct,11,19-11,435,58.86,,,,,3.12,,,,0,,,,0,0.61,0.59,0.69,,,,,,,,,18.85,,7.36,,,4.37,,,,,,,,,,,0.46,,,,20.69
Majoritarian Precinct,12,19-12,525,57.19,,,,,4.02,,,,0,,,,0,0.73,0.74,0.84,,,,,,,,,21.9,,7.43,,,,1.14,,,,,,,,,,2.48,,,,36.76
Majoritarian Precinct,13,19-13,186,71.54,,,,,2.11,,,,0,,,,0,0.31,0.27,0.19,,,,,,,,,2.69,,3.23,,,0.0,0.0,,,,,,,,,,,,,,68.82
Majoritarian Precinct,14,19-14,176,55.0,,,,,2.22,,,,0,,,,0,0.22,0.32,0.17,,,,,,,,,3.98,,3.41,,,16.48,0.0,,,,,,,,,,,,,,66.48
Majoritarian Precinct,15,19-15,232,59.95,,,,,3.33,,,,0,,,,0,0.38,0.27,0.38,,,,,,,,,43.1,,1.29,,,1.29,2.16,,,,,,,,,,,,,,29.74
Majoritarian Precinct,16,19-16,394,66.44,,,,,5.06,,,,0,,,,0,0.68,0.54,0.5,,,,,,,,10.41,31.73,,,,,,,,,,,,,,,,,,,,43.91
Majoritarian Precinct,17,19-17,365,53.52,,,,,2.67,,,,0,,,,0,0.74,0.33,0.56,,,,,,,,,25.48,,2.74,,,,0.27,,,,,,,,,,2.74,,,,43.01
Majoritarian Precinct,18,19-18,157,67.09,,,,,0.0,,,,0,,,,0,0.2,0.21,0.26,,,,,,,,,14.01,,0.0,,,,,,,,,,,,,,,,,,85.99
Majoritarian Precinct,19,19-19,569,72.3,,,,,2.57,,,,0,,,,0,0.85,0.69,0.96,,,,,,,0.0,,38.49,,2.46,,,0.7,,,,,,,,,,,,,,,48.68
Majoritarian Precinct,16,20-16,518,32.97,,,,,4.95,,,,0,,,,0,1.19,0.48,0.64,,,,,,,0.58,,4.44,,33.78,1.16,0.77,2.9,,,,3.67,,,,,0.39,,3.09,,,,48.84
Majoritarian Precinct,17,20-17,484,33.49,,,,,5.65,,,,0,,,,0,0.78,0.71,0.63,,,,,,,0.21,,5.37,,28.1,3.1,0.21,1.65,,,,14.88,,,,,0.41,,2.69,,,,42.77
Majoritarian Precinct,18,20-18,544,36.05,,,,,3.37,,,,0,,,,0,0.83,0.68,0.89,,,,,,,0.0,,13.24,,31.43,1.1,0.74,2.02,,,,3.49,,,,,2.76,,1.65,,,,43.01
Majoritarian Precinct,9,20-9,578,40.88,,,,,7.37,,,,0,,,,0,0.97,0.86,0.74,,,,,,,2.08,,7.09,,23.88,,1.38,3.63,,,,13.67,,,,,,,4.5,,,,33.74
Majoritarian Precinct,10,20-10,534,38.61,,,,,6.15,,,,0,,,,0,0.85,0.77,0.75,,,,,,,2.81,,6.74,,26.78,,1.31,3.18,,,,10.86,,,,,,,5.43,,,,41.57
Majoritarian Precinct,11,20-11,490,40.9,,,,,5.77,,,,0,,,,0,0.69,0.8,0.64,,,,,,,0.82,,5.71,,31.84,,2.65,3.27,,,,17.14,,,,,,,3.27,,,,33.06
Majoritarian Precinct,12,20-12,440,32.71,,,,,6.38,,,,0,,,,0,0.77,0.66,0.49,,,,,,,2.05,,6.36,,30.45,,0.23,2.5,,,,14.32,,,,,,,4.09,,,,36.82
Majoritarian Precinct,13,20-13,393,28.62,,,,,4.61,,,,0,,,,0,0.61,0.52,0.61,,,,,,,3.31,,9.67,,32.06,,1.02,3.31,,,,8.65,,,,,,,6.11,,,,32.82
Majoritarian Precinct,14,20-14,376,31.78,,,,,8.96,,,,0,,,,0,0.64,0.37,0.82,,,,,,,2.93,,13.03,,27.66,,0.8,4.26,,,,9.31,,,,,,,5.05,,,,33.51
Majoritarian Precinct,15,20-15,397,30.44,,,,,5.92,,,,0,,,,0,0.63,0.6,0.51,,,,,,,1.26,,9.32,,28.72,,0.5,3.53,,,,14.36,,,,,,,4.79,,,,35.01
Majoritarian Precinct,1,20-1,434,41.33,,,,,4.41,,,,0,,,,0,0.62,0.75,0.44,,,,,,,3.46,0.46,6.22,,19.59,,1.38,7.37,,,0.0,9.68,,,,,0.46,,19.59,,,,30.65
Majoritarian Precinct,2,20-2,411,41.35,,,,,4.86,,,,0,,,,0,0.69,0.56,0.54,,,,,,,2.92,0.73,4.14,,15.82,,0.97,12.41,,,0.0,23.36,,,,,1.46,,3.41,,,,33.58
Majoritarian Precinct,3,20-3,569,41.02,,,,,4.69,,,,0,,,,0,1.43,0.57,0.45,,,,,,,1.41,0.53,2.11,,13.71,,1.05,3.69,,,0.35,14.76,,,,,0.18,,4.39,,,,28.12
Majoritarian Precinct,4,20-4,458,32.01,,,,,4.38,,,,0,,,,0,0.73,0.68,0.56,,,,,,,1.31,0.0,6.55,,26.42,,0.87,17.03,,,0.22,11.14,,,,,0.87,,3.28,,,,31.66
Majoritarian Precinct,5,20-5,485,38.77,,,,,7.44,,,,0,,,,0,0.81,0.76,0.57,,,,,,,1.65,0.21,6.39,,32.37,,1.86,5.77,,,1.24,14.43,,,,,3.09,,3.09,,,,29.28
Majoritarian Precinct,6,20-6,319,43.11,,,,,5.9,,,,0,,,,0,0.59,0.47,0.32,,,,,,,1.57,0.31,5.02,,25.08,,0.94,9.4,,,0.0,15.67,,,,,1.88,,3.13,,,,35.42
Majoritarian Precinct,7,20-7,539,37.64,,,,,7.07,,,,0,,,,0,0.78,0.79,0.87,,,,,,,3.53,0.56,7.05,,26.35,,5.75,5.38,,,0.93,6.49,,,,,0.74,,3.34,,,,38.4
Majoritarian Precinct,8,20-8,498,38.91,,,,,4.6,,,,0,,,,0,0.86,0.7,0.59,,,,,,,2.81,0.0,4.62,,25.3,,1.81,15.06,,,0.2,12.85,,,,,2.01,,2.81,,,,32.53
Majoritarian Precinct,85,20-85,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Majoritarian Precinct,75,20-75,460,32.97,,,,,5.15,,,,0,,,,0,0.75,0.72,0.5,,,,,,,0.22,,6.3,,20.0,,0.43,3.91,,,,5.22,,,,,,,3.7,,,,57.39
Majoritarian Precinct,76,20-76,503,36.74,,,,,4.37,,,,0,,,,0,0.74,0.72,0.73,,,,,,,3.18,,13.32,,23.46,,0.8,2.19,,,,3.78,,,,,,,2.78,,,,44.53
Majoritarian Precinct,77,20-77,424,31.67,,,,,6.19,,,,0,,,,0,0.72,0.58,0.58,,,,,,,2.12,,16.27,,18.63,,0.24,6.13,,,,4.72,,,,,,,3.54,,,,46.23
Majoritarian Precinct,78,20-78,451,35.23,,,,,4.45,,,,0,,,,0,0.64,0.73,0.56,,,,,,,2.22,,4.43,,18.85,,5.1,5.99,,,,11.31,,,,,,,3.33,,,,47.01
Majoritarian Precinct,79,20-79,445,34.58,,,,,4.71,,,,0,,,,0,0.65,0.63,0.67,,,,,,,8.54,,4.49,,13.93,,2.02,7.19,,,,24.72,,,,,,,3.15,,,,33.03
Majoritarian Precinct,80,20-80,278,34.15,,,,,3.47,,,,0,,,,0,0.51,0.36,0.32,,,,,,,0.36,,1.08,,29.14,,2.16,2.88,,,,20.86,,,,,,,2.16,,,,37.41
Majoritarian Precinct,81,20-81,455,35.35,,,,,5.01,,,,0,,,,0,0.78,0.68,0.5,,,,,,,0.88,,3.74,,19.78,,2.42,7.25,,,,5.27,,,,,,,4.4,,,,52.53
Majoritarian Precinct,82,20-82,283,36.33,,,,,6.29,,,,0,,,,0,0.53,0.39,0.32,,,,,,,1.06,,6.36,,27.92,,1.06,8.13,,,,7.77,,,,,,,4.59,,,,37.46
Majoritarian Precinct,83,20-83,469,35.34,,,,,6.76,,,,0,,,,0,0.84,0.65,0.58,,,,,,,2.35,,8.53,,26.23,,1.49,5.12,,,,4.26,,,,,,,4.48,,,,43.92
Majoritarian Precinct,84,20-84,366,36.27,,,,,5.67,,,,0,,,,0,0.57,0.58,0.43,,,,,,,0.82,,4.37,,36.34,,1.09,4.37,,,,3.01,,,,,,,4.1,,,,41.8
Majoritarian Precinct,19,20-19,508,35.43,,,,,4.33,,,,0,,,,0,0.85,0.75,0.56,,,,,,,5.51,,8.86,,21.06,,0.59,5.71,,,,9.25,,,,,,,3.54,,,,42.52
Majoritarian Precinct,20,20-20,421,32.36,,,,,6.44,,,,0,,,,0,0.73,0.63,0.47,,,,,,,4.04,,18.53,,26.6,,0.24,6.65,,,,3.56,,,,,,,2.14,,,,34.44
Majoritarian Precinct,21,20-21,496,35.2,,,,,2.36,,,,0,,,,0,0.71,0.73,0.66,,,,,,,9.48,,7.26,,19.15,,0.4,4.84,,,,10.48,,,,,,,1.41,,,,41.13
Majoritarian Precinct,22,20-22,358,35.45,,,,,5.79,,,,0,,,,0,0.62,0.52,0.41,,,,,,,2.51,,6.15,,20.39,,0.28,3.63,,,,18.44,,,,,,,2.51,,,,32.12
Majoritarian Precinct,23,20-23,371,32.98,,,,,6.08,,,,0,,,,0,0.58,0.59,0.44,,,,,,,3.23,,7.82,,29.38,,1.35,6.47,,,,2.97,,,,,,,3.23,,,,41.78
Majoritarian Precinct,24,20-24,494,33.93,,,,,4.63,,,,0,,,,0,0.95,0.57,0.66,,,,,,,2.02,,4.86,,33.0,,0.81,1.82,,,,3.24,,,,,,,3.24,,,,47.98
Majoritarian Precinct,25,20-25,354,30.92,,,,,5.85,,,,0,,,,0,0.68,0.46,0.42,,,,,,,4.24,,5.65,,30.51,,0.28,3.39,,,,8.47,,,,,,,3.39,,,,40.4
Majoritarian Precinct,26,20-26,393,35.83,,,,,6.21,,,,0,,,,0,0.76,0.45,0.56,,,,,,,1.27,,3.31,,36.64,,1.02,2.8,,,,6.62,,,,,,,6.36,,,,39.19
Majoritarian Precinct,27,20-27,339,30.49,,,,,4.51,,,,0,,,,0,0.57,0.5,0.38,,,,,,,1.77,,4.72,,28.02,,1.18,4.72,,,,5.31,,,,,,,6.78,,,,44.25
Majoritarian Precinct,28,20-28,417,34.18,,,,,6.29,,,,0,,,,0,0.67,0.63,0.52,,,,,,,4.56,,5.76,,33.57,,0.48,5.28,,,,7.67,,,,,,,4.08,,,,34.77
Majoritarian Precinct,65,20-65,465,32.47,,,,,5.3,,,,0,,,,0,0.6,0.66,0.82,,,,,,,1.72,,3.01,,32.04,,5.38,5.38,,,,4.95,,,,,1.72,,7.53,,,,36.34
Majoritarian Precinct,66,20-66,474,33.43,,,,,4.82,,,,0,,,,0,0.71,0.64,0.75,,,,,,,2.74,,12.24,,27.64,,0.42,5.49,,,,8.65,,,,,0.42,,4.22,,,,35.44
Majoritarian Precinct,67,20-67,433,34.31,,,,,7.48,,,,0,,,,0,0.88,0.52,0.56,,,,,,,3.23,,11.32,,19.63,,2.08,5.08,,,,9.93,,,,,1.62,,2.54,,,,42.73
Majoritarian Precinct,68,20-68,390,32.91,,,,,4.65,,,,0,,,,0,0.77,0.49,0.43,,,,,,,7.69,,9.49,,26.41,,2.05,4.1,,,,11.03,,,,,0.0,,2.31,,,,35.9
Majoritarian Precinct,69,20-69,457,34.0,,,,,5.38,,,,0,,,,0,0.76,0.72,0.46,,,,,,,0.88,,11.82,,20.79,,0.66,1.75,,,,26.91,,,,,1.31,,3.06,,,,29.98
Majoritarian Precinct,70,20-70,359,27.83,,,,,5.77,,,,0,,,,0,0.64,0.5,0.43,,,,,,,1.95,,6.69,,33.7,,1.39,4.74,,,,6.96,,,,,1.95,,3.62,,,,36.21
Majoritarian Precinct,71,20-71,401,40.38,,,,,4.07,,,,0,,,,0,0.91,0.42,0.4,,,,,,,2.0,,20.7,,38.4,,0.25,3.24,,,,8.48,,,,,2.99,,2.0,,,,20.7
Majoritarian Precinct,72,20-72,401,32.47,,,,,5.2,,,,0,,,,0,0.79,0.56,0.37,,,,,,,3.99,,9.73,,34.91,,1.25,3.74,,,,6.48,,,,,1.25,,2.99,,,,33.92
Majoritarian Precinct,73,20-73,405,34.59,,,,,5.59,,,,0,,,,0,0.69,0.6,0.47,,,,,,,1.98,,26.17,,22.22,,2.22,3.95,,,,6.67,,,,,0.74,,8.15,,,,26.17
Majoritarian Precinct,74,20-74,373,36.11,,,,,5.81,,,,0,,,,0,0.55,0.5,0.63,,,,,,,1.61,,17.69,,25.2,,3.49,3.75,,,,4.29,,,,,0.0,,5.36,,,,35.92
Majoritarian Precinct,29,20-29,380,31.46,,,,,3.55,,,,0,,,,0,0.67,0.45,0.55,,,,,,,2.37,0.53,3.16,,37.89,1.84,0.53,3.95,,,,1.84,,,,,,,4.74,,,,41.58
Majoritarian Precinct,30,20-30,410,29.93,,,,,2.84,,,,0,,,,0,0.72,0.53,0.5,,,,,,,3.17,0.73,6.1,,29.27,0.73,0.73,3.41,,,,7.07,,,,,,,6.1,,,,41.46
Majoritarian Precinct,31,20-31,378,35.69,,,,,3.32,,,,0,,,,0,0.55,0.51,0.59,,,,,,,18.25,0.0,6.88,,26.46,0.79,1.85,3.44,,,,5.03,,,,,,,5.03,,,,31.22
Majoritarian Precinct,32,20-32,440,32.71,,,,,3.3,,,,0,,,,0,0.77,0.51,0.64,,,,,,,2.05,0.68,13.18,,30.68,0.91,1.36,2.95,,,,3.41,,,,,,,5.23,,,,38.18
Majoritarian Precinct,33,20-33,445,29.75,,,,,4.71,,,,0,,,,0,0.78,0.58,0.59,,,,,,,2.02,8.54,6.07,,27.87,0.45,0.9,6.52,,,,6.07,,,,,,,4.27,,,,36.63
Majoritarian Precinct,34,20-34,333,27.18,,,,,5.13,,,,0,,,,0,0.56,0.47,0.42,,,,,,,0.9,0.0,9.91,,40.24,0.3,0.3,4.8,,,,3.3,,,,,,,5.71,,,,33.63
Majoritarian Precinct,35,20-35,406,31.16,,,,,4.69,,,,0,,,,0,0.7,0.54,0.53,,,,,,,1.48,0.0,6.9,,27.09,0.99,1.72,2.96,,,,12.32,,,,,,,7.64,,,,38.18
Majoritarian Precinct,36,20-36,494,36.95,,,,,4.82,,,,0,,,,0,0.77,0.76,0.59,,,,,,,1.62,0.61,4.05,,19.64,0.4,1.01,5.67,,,,3.85,,,,,,,2.43,,,,60.12
Majoritarian Precinct,37,20-37,339,34.88,,,,,0.0,,,,0,,,,0,0.6,0.41,0.41,,,,,,,0.89,0.59,3.24,,31.86,0.59,1.18,2.36,,,,7.08,,,,,,,3.54,,,,40.71
Majoritarian Precinct,38,20-38,362,39.05,,,,,4.99,,,,0,,,,0,0.62,0.53,0.41,,,,,,,3.31,0.28,5.52,,21.82,0.55,0.83,8.56,,,,3.04,,,,,,,3.59,,,,50.0
Majoritarian Precinct,39,20-39,443,31.92,,,,,4.53,,,,0,,,,0,0.79,0.54,0.63,,,,,,,3.16,0.23,6.32,,25.28,2.03,0.45,8.8,,,,9.03,,,,,,,3.39,,,,39.95
Majoritarian Precinct,40,20-40,471,36.43,,,,,4.27,,,,0,,,,0,0.72,0.69,0.63,,,,,,,0.64,0.21,2.76,,21.66,0.0,0.21,4.67,,,,7.22,,,,,,,4.25,,,,57.75
Majoritarian Precinct,48,20-48,464,31.54,,,,,5.31,,,,0,,,,0,0.84,0.56,0.67,,,,,,,1.72,2.37,7.54,,29.74,,,7.54,,,,6.47,,,,,,,3.02,,,,39.44
Majoritarian Precinct,49,20-49,420,36.84,,,,,6.04,,,,0,,,,0,0.79,0.54,0.53,,,,,,,5.71,0.48,14.52,,30.0,,,9.76,,,,2.14,,,,,,,2.14,,,,31.19
Majoritarian Precinct,50,20-50,469,34.31,,,,,5.82,,,,0,,,,0,0.81,0.61,0.67,,,,,,,2.35,0.21,4.9,,30.28,,,6.18,,,,5.97,,,,,,,5.12,,,,43.28
Majoritarian Precinct,51,20-51,438,35.81,,,,,6.21,,,,0,,,,0,0.79,0.59,0.56,,,,,,,1.37,0.46,8.22,,31.51,,,5.71,,,,8.22,,,,,,,2.51,,,,41.55
Majoritarian Precinct,52,20-52,405,33.69,,,,,6.47,,,,0,,,,0,0.75,0.57,0.45,,,,,,,1.23,0.74,11.85,,22.22,,,4.69,,,,5.93,,,,,,,2.72,,,,47.65
Majoritarian Precinct,53,20-53,373,30.28,,,,,3.12,,,,0,,,,0,0.63,0.49,0.47,,,,,,,2.68,0.54,7.77,,31.9,,,5.09,,,,10.19,,,,,,,4.83,,,,34.32
Majoritarian Precinct,54,20-54,432,32.58,,,,,7.3,,,,0,,,,0,0.88,0.53,0.52,,,,,,,2.55,0.0,9.72,,28.7,,,4.86,,,,12.96,,,,,,,2.55,,,,37.27
Majoritarian Precinct,55,20-55,500,34.72,,,,,6.19,,,,0,,,,0,0.94,0.68,0.57,,,,,,,1.6,0.2,34.6,,20.4,,,3.4,,,,9.2,,,,,,,2.6,,,,26.6
Majoritarian Precinct,56,20-56,508,37.77,,,,,7.13,,,,0,,,,0,1.0,0.59,0.73,,,,,,,2.36,0.59,8.07,,21.06,,,4.13,,,,7.48,,,,,,,3.54,,,,49.02
Majoritarian Precinct,41,20-41,544,40.42,,,,,4.56,,,,0,,,,0,1.07,0.66,0.64,,,,,,,1.84,,4.6,,26.84,,1.84,4.78,,,,7.17,,,,,,,2.76,,,,37.87
Majoritarian Precinct,42,20-42,453,35.73,,,,,4.63,,,,0,,,,0,0.84,0.61,0.51,,,,,,,2.65,,2.87,,28.7,,0.0,6.18,,,,5.3,,,,,,,4.42,,,,38.63
Majoritarian Precinct,43,20-43,329,30.38,,,,,4.08,,,,0,,,,0,0.56,0.46,0.4,,,,,,,1.52,,2.74,,34.35,,0.61,6.69,,,,6.38,,,,,,,2.43,,,,37.08
Majoritarian Precinct,44,20-44,341,39.7,,,,,7.08,,,,0,,,,0,0.56,0.46,0.52,,,,,,,1.76,,5.57,,25.22,,0.0,6.74,,,,5.57,,,,,,,1.47,,,,46.33
Majoritarian Precinct,45,20-45,355,29.49,,,,,4.31,,,,0,,,,0,0.69,0.4,0.48,,,,,,,2.54,,8.17,,25.92,,0.56,18.87,,,,3.38,,,,,,,2.82,,,,32.11
Majoritarian Precinct,46,20-46,416,31.56,,,,,4.81,,,,0,,,,0,0.58,0.67,0.54,,,,,,,5.29,,4.81,,39.66,,0.72,8.41,,,,3.37,,,,,,,3.37,,,,28.13
Majoritarian Precinct,47,20-47,379,29.75,,,,,8.67,,,,0,,,,0,0.68,0.62,0.36,,,,,,,6.33,,9.76,,22.16,,1.32,5.54,,,,9.23,,,,,,,3.69,,,,37.2
Majoritarian Precinct,57,20-57,311,35.75,,,,,4.6,,,,0,,,,0,0.55,0.47,0.3,,,,,,,7.07,,7.07,,19.61,,0.64,,,,,5.14,,,,,,,6.75,,,,47.27
Majoritarian Precinct,58,20-58,541,40.74,,,,,3.39,,,,0,,,,0,1.1,0.6,0.63,,,,,,,2.4,,13.86,,27.73,,0.18,,,,,5.18,,,,,,,4.44,,,,21.44
Majoritarian Precinct,59,20-59,476,34.32,,,,,4.8,,,,0,,,,0,0.9,0.54,0.68,,,,,,,8.4,,8.82,,34.24,,0.42,,,,,10.5,,,,,,,5.25,,,,25.84
Majoritarian Precinct,60,20-60,341,32.92,,,,,7.08,,,,0,,,,0,0.81,0.44,0.23,,,,,,,21.99,,6.16,,23.46,,1.17,,,,,9.38,,,,,,,5.87,,,,26.98
Majoritarian Precinct,61,20-61,452,34.42,,,,,8.32,,,,0,,,,0,0.84,0.6,0.62,,,,,,,2.43,,6.64,,31.19,,0.44,,,,,10.4,,,,,,,5.09,,,,39.16
Majoritarian Precinct,62,20-62,400,33.28,,,,,6.32,,,,0,,,,0,0.75,0.58,0.41,,,,,,,1.5,,8.0,,27.75,,1.5,,,,,14.25,,,,,,,3.5,,,,32.75
Majoritarian Precinct,63,20-63,414,31.25,,,,,8.0,,,,0,,,,0,0.59,0.66,0.61,,,,,,,3.14,,8.21,,29.23,,0.72,,,,,4.59,,,,,,,3.38,,,,41.06
Majoritarian Precinct,64,20-64,321,28.51,,,,,3.89,,,,0,,,,0,0.64,0.31,0.49,,,,,,,3.74,,5.92,,30.84,,0.62,,,,,9.35,,,,,,,5.92,,,,37.38
Majoritarian Precinct,86,20-86,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Majoritarian Precinct,1,21-1,229,16.78,,,,,3.38,,,,0,,,,0,0.34,0.39,0.21,,,,,,,1.31,3.93,10.48,,48.03,,,,0.87,,,0.44,,,,,0.0,,,,,,34.06
Majoritarian Precinct,2,21-2,212,17.18,,,,,5.36,,,,0,,,,0,0.29,0.34,0.28,,,,,,,0.94,4.72,5.66,,53.77,,,,0.47,,,0.0,,,,,0.47,,,,,,33.96
Majoritarian Precinct,3,21-3,246,18.45,,,,,4.65,,,,0,,,,0,0.45,0.34,0.27,,,,,,,1.63,3.25,24.39,,30.49,,,,0.0,,,0.0,,,,,0.41,,,,,,39.43
Majoritarian Precinct,4,21-4,205,17.34,,,,,4.65,,,,0,,,,0,0.39,0.27,0.22,,,,,,,0.98,1.46,14.15,,39.02,,,,0.98,,,2.44,,,,,1.95,,,,,,37.56
Majoritarian Precinct,5,21-5,303,23.43,,,,,6.19,,,,0,,,,0,0.53,0.41,0.41,,,,,,,2.64,2.64,16.5,,28.05,,,,0.66,,,2.97,,,,,4.95,,,,,,41.58
Majoritarian Precinct,6,21-6,368,27.48,,,,,3.92,,,,0,,,,0,0.52,0.55,0.52,,,,,,,1.63,4.35,6.25,,33.42,,,,2.99,,,0.27,,,,,1.09,,,,,,49.73
Majoritarian Precinct,7,21-7,368,36.33,,,,,4.66,,,,0,,,,0,0.49,0.66,0.38,,,,,,,0.0,6.52,15.76,,20.11,,,,0.54,,,1.09,,,,,0.27,,,,,,55.71
Majoritarian Precinct,8,21-8,366,26.93,,,,,5.18,,,,0,,,,0,0.63,0.45,0.57,,,,,,,4.1,2.46,10.66,,28.69,,,,0.55,,,1.37,,,,,6.01,,,,,,46.17
Majoritarian Precinct,9,21-9,248,22.2,,,,,5.34,,,,0,,,,0,0.45,0.32,0.32,,,,,,,0.81,1.61,6.85,,37.1,,,,0.81,,,0.4,,,,,3.23,,,,,,48.79
Majoritarian Precinct,62,21-62,156,15.85,,,,,8.77,,,,0,,,,0,0.32,0.19,0.2,,,,,,,0.64,5.13,12.18,,46.15,,,,5.77,,,0.64,,,,,1.92,,,,,,26.92
Majoritarian Precinct,10,21-10,320,25.89,,,,,5.88,,,,0,,,,0,0.91,0.28,0.21,,,,,,,,29.06,,,25.63,,,,,,,,,,,,,,,,,,32.81
Majoritarian Precinct,11,21-11,306,23.47,,,,,5.56,,,,0,,,,0,0.79,0.3,0.24,,,,,,,,17.32,,,13.73,,,,,,,,,,,,,,,,,,68.3
